date,ldh_region,regional_wbgt_max_f,wbgt_points,wbgt_expected_points,source_model
2023-07-27,3,86.83,6,6,era5
2023-07-27,9,88.54,5,5,era5
2023-07-28,1,88.97,4,4,era5
2023-07-28,2,90.51,7,7,era5
2023-07-28,3,89.23,6,6,era5
2023-07-28,9,90.44,5,5,era5
2023-07-29,1,93.43,4,4,era5
2023-07-29,2,95.45,7,7,era5
2023-07-29,3,91.92,6,6,era5
2023-07-29,9,93.60,5,5,era5
2023-07-30,1,94.38,4,4,era5
2023-07-30,2,95.37,7,7,era5
2023-07-30,3,95.50,6,6,era5
2023-07-30,9,96.83,5,5,era5
2023-07-31,1,93.27,4,4,era5
2023-07-31,2,92.27,7,7,era5
2023-07-31,3,93.33,6,6,era5
2023-07-31,9,94.19,5,5,era5
2023-08-01,1,92.41,4,4,era5
2023-08-01,2,94.80,7,7,era5
2023-08-01,3,91.77,6,6,era5
2023-08-01,9,95.93,5,5,era5
2023-08-02,1,93.78,4,4,era5
2023-08-02,2,95.95,7,7,era5
2023-08-02,3,92.35,6,6,era5
2023-08-02,9,94.35,5,5,era5
2023-08-03,1,95.56,4,4,era5
2023-08-03,2,97.57,7,7,era5
2023-08-03,3,96.40,6,6,era5
2023-08-03,9,96.24,5,5,era5
2023-08-04,1,96.25,4,4,era5
2023-08-04,2,97.46,7,7,era5
2023-08-04,3,96.00,6,6,era5
2023-08-04,9,96.16,5,5,era5
2023-08-05,1,93.22,4,4,era5
2023-08-05,2,93.69,7,7,era5
2023-08-05,3,93.18,6,6,era5
2023-08-05,9,94.01,5,5,era5
2023-08-06,1,92.09,4,4,era5
2023-08-06,2,92.85,7,7,era5
2023-08-06,3,92.39,6,6,era5
2023-08-06,9,92.45,5,5,era5
2023-08-07,1,90.93,4,4,era5
2023-08-07,2,92.15,7,7,era5
2023-08-07,3,90.96,6,6,era5
2023-08-07,9,91.58,5,5,era5
2023-08-08,1,92.16,4,4,era5
2023-08-08,2,93.93,7,7,era5
2023-08-08,3,94.44,6,6,era5
2023-08-08,9,91.81,5,5,era5
2023-08-09,1,89.90,4,4,era5
2023-08-09,2,91.40,7,7,era5
2023-08-09,3,90.37,6,6,era5
2023-08-09,9,91.53,5,5,era5
2023-08-10,1,91.12,4,4,era5
2023-08-10,2,92.10,7,7,era5
2023-08-10,3,91.23,6,6,era5
2023-08-10,9,92.52,5,5,era5
2023-08-11,1,92.61,4,4,era5
2023-08-11,2,93.38,7,7,era5
2023-08-11,3,92.33,6,6,era5
2023-08-11,9,93.02,5,5,era5
2023-08-12,1,93.96,4,4,era5
2023-08-12,2,94.21,7,7,era5
2023-08-12,3,94.03,6,6,era5
2023-08-12,9,94.39,5,5,era5
2023-08-13,1,93.63,4,4,era5
2023-08-13,2,94.12,7,7,era5
2023-08-13,3,93.49,6,6,era5
2023-08-13,9,93.89,5,5,era5
2023-08-14,1,93.14,4,4,era5
2023-08-14,2,93.79,7,7,era5
2023-08-14,3,92.97,6,6,era5
2023-08-14,9,93.85,5,5,era5
2023-08-15,1,93.02,4,4,era5
2023-08-15,2,92.40,7,7,era5
2023-08-15,3,93.18,6,6,era5
2023-08-15,9,93.69,5,5,era5
2023-08-16,1,87.31,4,4,era5
2023-08-16,2,88.37,7,7,era5
2023-08-16,3,89.86,6,6,era5
2023-08-16,9,90.82,5,5,era5
2023-08-17,1,92.55,4,4,era5
2023-08-17,2,88.69,7,7,era5
2023-08-17,3,91.50,6,6,era5
2023-08-17,9,88.63,5,5,era5
2023-08-18,1,94.46,4,4,era5
2023-08-18,2,96.20,7,7,era5
2023-08-18,3,96.28,6,6,era5
2023-08-18,9,95.44,5,5,era5
2023-08-19,1,94.79,4,4,era5
2023-08-19,2,93.83,7,7,era5
2023-08-19,3,94.32,6,6,era5
2023-08-19,9,94.93,5,5,era5
2023-08-20,1,93.37,4,4,era5
2023-08-20,2,97.12,7,7,era5
2023-08-20,3,94.77,6,6,era5
2023-08-20,9,93.46,5,5,era5
2023-08-21,1,87.79,4,4,era5
2023-08-21,2,90.26,7,7,era5
2023-08-21,3,88.61,6,6,era5
2023-08-21,9,90.21,5,5,era5
2023-08-22,1,89.08,4,4,era5
2023-08-22,2,90.70,7,7,era5
2023-08-22,3,89.46,6,6,era5
2023-08-22,9,91.14,5,5,era5
2023-08-23,1,95.60,4,4,era5
2023-08-23,2,95.52,7,7,era5
2023-08-23,3,94.62,6,6,era5
2023-08-23,9,97.42,5,5,era5
2023-08-24,1,90.82,4,4,era5
2023-08-24,2,95.94,7,7,era5
2023-08-24,3,91.66,6,6,era5
2023-08-24,9,94.16,5,5,era5
2023-08-25,1,89.25,4,4,era5
2023-08-25,2,92.55,7,7,era5
2023-08-25,3,90.04,6,6,era5
2023-08-25,9,92.56,5,5,era5
2023-08-26,1,93.54,4,4,era5
2023-08-26,2,96.39,7,7,era5
2023-08-26,3,94.89,6,6,era5
2023-08-26,9,96.57,5,5,era5
2023-08-27,1,95.63,4,4,era5
2023-08-27,2,92.31,7,7,era5
2023-08-27,3,92.97,6,6,era5
2023-08-27,9,93.02,5,5,era5
2023-08-28,1,91.24,4,4,era5
2023-08-28,2,90.56,7,7,era5
2023-08-28,3,92.99,6,6,era5
2023-08-28,9,95.01,5,5,era5
2023-08-29,1,87.74,4,4,era5
2023-08-29,2,88.69,7,7,era5
2023-08-29,3,88.87,6,6,era5
2023-08-29,9,90.62,5,5,era5
2023-08-30,1,87.02,4,4,era5
2023-08-30,2,84.06,7,7,era5
2023-08-30,3,86.46,6,6,era5
2023-08-30,9,85.50,5,5,era5
2023-08-31,1,87.06,4,4,era5
2023-08-31,2,86.28,7,7,era5
2023-08-31,3,86.83,6,6,era5
2023-08-31,9,88.33,5,5,era5
2023-09-01,1,88.01,4,4,era5
2023-09-01,2,88.46,7,7,era5
2023-09-01,3,87.99,6,6,era5
2023-09-01,9,89.11,5,5,era5
2023-09-02,1,86.55,4,4,era5
2023-09-02,2,89.80,7,7,era5
2023-09-02,3,87.90,6,6,era5
2023-09-02,9,88.48,5,5,era5
2023-09-03,1,88.99,4,4,era5
2023-09-03,2,92.01,7,7,era5
2023-09-03,3,91.07,6,6,era5
2023-09-03,9,90.70,5,5,era5
2023-09-04,1,86.14,4,4,era5
2023-09-04,2,89.27,7,7,era5
2023-09-04,3,88.11,6,6,era5
2023-09-04,9,89.92,5,5,era5
2023-09-05,1,86.25,4,4,era5
2023-09-05,2,90.40,7,7,era5
2023-09-05,3,88.74,6,6,era5
2023-09-05,9,89.39,5,5,era5
2023-09-06,1,87.71,4,4,era5
2023-09-06,2,95.18,7,7,era5
2023-09-06,3,88.34,6,6,era5
2023-09-06,9,92.62,5,5,era5
2023-09-07,1,93.57,4,4,era5
2023-09-07,2,96.36,7,7,era5
2023-09-07,3,96.38,6,6,era5
2023-09-07,9,94.80,5,5,era5
2023-09-08,1,88.20,4,4,era5
2023-09-08,2,89.36,7,7,era5
2023-09-08,3,89.05,6,6,era5
2023-09-08,9,89.84,5,5,era5
2023-09-09,1,88.61,4,4,era5
2023-09-09,2,85.25,7,7,era5
2023-09-09,3,86.58,6,6,era5
2023-09-09,9,86.79,5,5,era5
2023-09-10,1,89.46,4,4,era5
2023-09-10,2,88.16,7,7,era5
2023-09-10,3,90.02,6,6,era5
2023-09-10,9,90.58,5,5,era5
2023-09-11,1,89.43,4,4,era5
2023-09-11,2,91.74,7,7,era5
2023-09-11,3,92.18,6,6,era5
2023-09-11,9,91.67,5,5,era5
2023-09-12,1,91.35,4,4,era5
2023-09-12,2,90.33,7,7,era5
2023-09-12,3,92.41,6,6,era5
2023-09-12,9,91.83,5,5,era5
2023-09-13,1,90.54,4,4,era5
2023-09-13,2,93.26,7,7,era5
2023-09-13,3,91.18,6,6,era5
2023-09-13,9,91.51,5,5,era5
2023-09-14,1,88.80,4,4,era5
2023-09-14,2,86.00,7,7,era5
2023-09-14,3,87.76,6,6,era5
2023-09-14,9,89.23,5,5,era5
2023-09-15,1,90.89,4,4,era5
2023-09-15,2,88.44,7,7,era5
2023-09-15,3,90.98,6,6,era5
2023-09-15,9,91.52,5,5,era5
2023-09-16,1,89.64,4,4,era5
2023-09-16,2,86.76,7,7,era5
2023-09-16,3,89.91,6,6,era5
2023-09-16,9,88.21,5,5,era5
2023-09-17,1,82.95,4,4,era5
2023-09-17,2,82.54,7,7,era5
2023-09-17,3,82.72,6,6,era5
2023-09-17,9,82.29,5,5,era5
2023-09-18,1,83.38,4,4,era5
2023-09-18,2,83.97,7,7,era5
2023-09-18,3,82.83,6,6,era5
2023-09-18,9,86.00,5,5,era5
2023-09-19,1,81.68,4,4,era5
2023-09-19,2,86.35,7,7,era5
2023-09-19,3,83.13,6,6,era5
2023-09-19,9,86.82,5,5,era5
2023-09-20,1,82.52,4,4,era5
2023-09-20,2,85.93,7,7,era5
2023-09-20,3,85.67,6,6,era5
2023-09-20,9,84.63,5,5,era5
2023-09-21,1,85.11,4,4,era5
2023-09-21,2,88.74,7,7,era5
2023-09-21,3,87.66,6,6,era5
2023-09-21,9,88.43,5,5,era5
2023-09-22,1,85.13,4,4,era5
2023-09-22,2,89.55,7,7,era5
2023-09-22,3,86.24,6,6,era5
2023-09-22,9,89.20,5,5,era5
2023-09-23,1,90.87,4,4,era5
2023-09-23,2,90.80,7,7,era5
2023-09-23,3,90.01,6,6,era5
2023-09-23,9,89.98,5,5,era5
2023-09-24,1,88.58,4,4,era5
2023-09-24,2,88.02,7,7,era5
2023-09-24,3,87.83,6,6,era5
2023-09-24,9,88.22,5,5,era5
2023-09-25,1,88.31,4,4,era5
2023-09-25,2,89.29,7,7,era5
2023-09-25,3,89.89,6,6,era5
2023-09-25,9,90.35,5,5,era5
2023-09-26,1,86.00,4,4,era5
2023-09-26,2,91.25,7,7,era5
2023-09-26,3,87.56,6,6,era5
2023-09-26,9,91.40,5,5,era5
2023-09-27,1,84.31,4,4,era5
2023-09-27,2,87.79,7,7,era5
2023-09-27,3,85.81,6,6,era5
2023-09-27,9,86.60,5,5,era5
2023-09-28,1,81.39,4,4,era5
2023-09-28,2,85.02,7,7,era5
2023-09-28,3,83.42,6,6,era5
2023-09-28,9,84.19,5,5,era5
2023-09-29,1,82.38,4,4,era5
2023-09-29,2,85.06,7,7,era5
2023-09-29,3,83.27,6,6,era5
2023-09-29,9,85.10,5,5,era5
2023-09-30,1,82.75,4,4,era5
2023-09-30,2,83.44,7,7,era5
2023-09-30,3,82.93,6,6,era5
2023-09-30,9,84.39,5,5,era5
2023-10-01,1,81.62,4,4,era5
2023-10-01,2,82.66,7,7,era5
2023-10-01,3,82.47,6,6,era5
2023-10-01,9,82.27,5,5,era5
2023-10-02,1,80.67,4,4,era5
2023-10-02,2,81.15,7,7,era5
2023-10-02,3,81.60,6,6,era5
2023-10-02,9,81.95,5,5,era5
2023-10-03,1,82.21,4,4,era5
2023-10-03,2,83.98,7,7,era5
2023-10-03,3,84.15,6,6,era5
2023-10-03,9,83.65,5,5,era5
2023-10-04,1,82.16,4,4,era5
2023-10-04,2,82.98,7,7,era5
2023-10-04,3,82.93,6,6,era5
2023-10-04,9,83.32,5,5,era5
2023-10-05,1,82.06,4,4,era5
2023-10-05,2,80.29,7,7,era5
2023-10-05,3,83.21,6,6,era5
2023-10-05,9,82.08,5,5,era5
2023-10-06,1,83.84,4,4,era5
2023-10-06,2,80.99,7,7,era5
2023-10-06,3,82.23,6,6,era5
2023-10-06,9,83.17,5,5,era5
2023-10-07,1,71.28,4,4,era5
2023-10-07,2,69.78,7,7,era5
2023-10-07,3,71.65,6,6,era5
2023-10-07,9,70.67,5,5,era5
2023-10-08,1,68.51,4,4,era5
2023-10-08,2,72.73,7,7,era5
2023-10-08,3,69.94,6,6,era5
2023-10-08,9,71.73,5,5,era5
2023-10-09,1,73.61,4,4,era5
2023-10-09,2,73.20,7,7,era5
2023-10-09,3,73.66,6,6,era5
2023-10-09,9,73.11,5,5,era5
2023-10-10,1,76.07,4,4,era5
2023-10-10,2,76.84,7,7,era5
2023-10-10,3,76.54,6,6,era5
2023-10-10,9,76.79,5,5,era5
2023-10-11,1,68.38,4,4,era5
2023-10-11,2,65.33,7,7,era5
2023-10-11,3,67.37,6,6,era5
2023-10-11,9,67.29,5,5,era5
2023-10-12,1,74.57,4,4,era5
2023-10-12,2,77.80,7,7,era5
2023-10-12,3,75.43,6,6,era5
2023-10-12,9,75.86,5,5,era5
2023-10-13,1,82.18,4,4,era5
2023-10-13,2,83.72,7,7,era5
2023-10-13,3,83.44,6,6,era5
2023-10-13,9,84.07,5,5,era5
2023-10-14,1,74.51,4,4,era5
2023-10-14,2,70.64,7,7,era5
2023-10-14,3,73.24,6,6,era5
2023-10-14,9,72.08,5,5,era5
2023-10-15,1,64.54,4,4,era5
2023-10-15,2,64.05,7,7,era5
2023-10-15,3,65.03,6,6,era5
2023-10-15,9,63.42,5,5,era5
2023-10-16,1,63.85,4,4,era5
2023-10-16,2,64.93,7,7,era5
2023-10-16,3,64.55,6,6,era5
2023-10-16,9,65.03,5,5,era5
2023-10-17,1,73.59,4,4,era5
2023-10-17,2,74.73,7,7,era5
2023-10-17,3,73.34,6,6,era5
2023-10-17,9,74.60,5,5,era5
2023-10-18,1,71.66,4,4,era5
2023-10-18,2,71.54,7,7,era5
2023-10-18,3,71.92,6,6,era5
2023-10-18,9,73.48,5,5,era5
2023-10-19,1,77.78,4,4,era5
2023-10-19,2,77.51,7,7,era5
2023-10-19,3,79.13,6,6,era5
2023-10-19,9,76.96,5,5,era5
2023-10-20,1,79.92,4,4,era5
2023-10-20,2,79.98,7,7,era5
2023-10-20,3,80.54,6,6,era5
2023-10-20,9,79.88,5,5,era5
2023-10-21,1,78.07,4,4,era5
2023-10-21,2,78.65,7,7,era5
2023-10-21,3,80.26,6,6,era5
2023-10-21,9,77.72,5,5,era5
2023-10-22,1,86.57,4,4,era5
2023-10-22,2,84.81,7,7,era5
2023-10-22,3,87.24,6,6,era5
2023-10-22,9,85.38,5,5,era5
2023-10-23,1,80.76,4,4,era5
2023-10-23,2,81.49,7,7,era5
2023-10-23,3,82.82,6,6,era5
2023-10-23,9,81.02,5,5,era5
2023-10-24,1,78.88,4,4,era5
2023-10-24,2,80.43,7,7,era5
2023-10-24,3,80.13,6,6,era5
2023-10-24,9,80.04,5,5,era5
2023-10-25,1,80.63,4,4,era5
2023-10-25,2,81.32,7,7,era5
2023-10-25,3,80.82,6,6,era5
2023-10-25,9,80.81,5,5,era5
2023-10-26,1,80.11,4,4,era5
2023-10-26,2,81.04,7,7,era5
2023-10-26,3,80.99,6,6,era5
2023-10-26,9,80.17,5,5,era5
2023-10-27,1,80.72,4,4,era5
2023-10-27,2,82.58,7,7,era5
2023-10-27,3,82.55,6,6,era5
2023-10-27,9,82.91,5,5,era5
2023-10-28,1,77.79,4,4,era5
2023-10-28,2,81.40,7,7,era5
2023-10-28,3,79.32,6,6,era5
2023-10-28,9,80.43,5,5,era5
2023-10-29,1,80.39,4,4,era5
2023-10-29,2,80.00,7,7,era5
2023-10-29,3,81.60,6,6,era5
2023-10-29,9,80.57,5,5,era5
2023-10-30,1,78.05,4,4,era5
2023-10-30,2,63.28,7,7,era5
2023-10-30,3,73.77,6,6,era5
2023-10-30,9,68.66,5,5,era5
2023-10-31,1,56.86,4,4,era5
2023-10-31,2,50.00,7,7,era5
2023-10-31,3,53.52,6,6,era5
2023-10-31,9,50.02,5,5,era5
2023-11-01,1,54.44,4,4,era5
2023-11-01,2,54.76,7,7,era5
2023-11-01,3,54.74,6,6,era5
2023-11-01,9,54.75,5,5,era5
2023-11-02,1,65.05,4,4,era5
2023-11-02,2,64.85,7,7,era5
2023-11-02,3,66.43,6,6,era5
2023-11-02,9,64.79,5,5,era5
2023-11-03,1,71.00,4,4,era5
2023-11-03,2,74.58,7,7,era5
2023-11-03,3,71.87,6,6,era5
2023-11-03,9,75.21,5,5,era5
2023-11-04,1,76.02,4,4,era5
2023-11-04,2,79.94,7,7,era5
2023-11-04,3,77.95,6,6,era5
2023-11-04,9,79.23,5,5,era5
2023-11-05,1,80.65,4,4,era5
2023-11-05,2,81.66,7,7,era5
2023-11-05,3,81.22,6,6,era5
2023-11-05,9,80.62,5,5,era5
2023-11-06,1,79.21,4,4,era5
2023-11-06,2,76.01,7,7,era5
2023-11-06,3,76.91,6,6,era5
2023-11-06,9,76.77,5,5,era5
2023-11-07,1,78.79,4,4,era5
2023-11-07,2,79.27,7,7,era5
2023-11-07,3,79.50,6,6,era5
2023-11-07,9,79.35,5,5,era5
2023-11-08,1,76.71,4,4,era5
2023-11-08,2,78.51,7,7,era5
2023-11-08,3,77.80,6,6,era5
2023-11-08,9,78.45,5,5,era5
2023-11-09,1,76.18,4,4,era5
2023-11-09,2,78.85,7,7,era5
2023-11-09,3,79.32,6,6,era5
2023-11-09,9,77.58,5,5,era5
2023-11-10,1,74.66,4,4,era5
2023-11-10,2,70.41,7,7,era5
2023-11-10,3,73.72,6,6,era5
2023-11-10,9,69.78,5,5,era5
2023-11-11,1,68.35,4,4,era5
2023-11-11,2,65.42,7,7,era5
2023-11-11,3,69.07,6,6,era5
2023-11-11,9,67.13,5,5,era5
2023-11-12,1,69.37,4,4,era5
2023-11-12,2,72.73,7,7,era5
2023-11-12,3,70.78,6,6,era5
2023-11-12,9,71.94,5,5,era5
2023-11-13,1,65.85,4,4,era5
2023-11-13,2,60.92,7,7,era5
2023-11-13,3,63.71,6,6,era5
2023-11-13,9,61.46,5,5,era5
2023-11-14,1,63.15,4,4,era5
2023-11-14,2,60.69,7,7,era5
2023-11-14,3,61.66,6,6,era5
2023-11-14,9,60.41,5,5,era5
2023-11-15,1,62.80,4,4,era5
2023-11-15,2,62.08,7,7,era5
2023-11-15,3,63.62,6,6,era5
2023-11-15,9,62.25,5,5,era5
2023-11-16,1,67.12,4,4,era5
2023-11-16,2,68.57,7,7,era5
2023-11-16,3,67.98,6,6,era5
2023-11-16,9,68.21,5,5,era5
2023-11-17,1,76.98,4,4,era5
2023-11-17,2,73.79,7,7,era5
2023-11-17,3,78.61,6,6,era5
2023-11-17,9,77.12,5,5,era5
2023-11-18,1,71.42,4,4,era5
2023-11-18,2,68.47,7,7,era5
2023-11-18,3,69.56,6,6,era5
2023-11-18,9,71.02,5,5,era5
2023-11-19,1,74.29,4,4,era5
2023-11-19,2,73.01,7,7,era5
2023-11-19,3,73.82,6,6,era5
2023-11-19,9,71.04,5,5,era5
2023-11-20,1,78.63,4,4,era5
2023-11-20,2,78.24,7,7,era5
2023-11-20,3,78.74,6,6,era5
2023-11-20,9,78.37,5,5,era5
2023-11-21,1,71.25,4,4,era5
2023-11-21,2,63.75,7,7,era5
2023-11-21,3,68.74,6,6,era5
2023-11-21,9,67.96,5,5,era5
2023-11-22,1,60.58,4,4,era5
2023-11-22,2,60.59,7,7,era5
2023-11-22,3,61.06,6,6,era5
2023-11-22,9,61.50,5,5,era5
2023-11-23,1,55.38,4,4,era5
2023-11-23,2,55.01,7,7,era5
2023-11-23,3,54.70,6,6,era5
2023-11-23,9,54.83,5,5,era5
2023-11-24,1,56.30,4,4,era5
2023-11-24,2,68.07,7,7,era5
2023-11-24,3,57.28,6,6,era5
2023-11-24,9,64.63,5,5,era5
2023-11-25,1,63.72,4,4,era5
2023-11-25,2,70.40,7,7,era5
2023-11-25,3,65.31,6,6,era5
2023-11-25,9,70.48,5,5,era5
2023-11-26,1,70.77,4,4,era5
2023-11-26,2,67.42,7,7,era5
2023-11-26,3,70.37,6,6,era5
2023-11-26,9,69.60,5,5,era5
2023-11-27,1,56.32,4,4,era5
2023-11-27,2,55.94,7,7,era5
2023-11-27,3,57.02,6,6,era5
2023-11-27,9,56.99,5,5,era5
2023-11-28,1,64.15,4,4,era5
2023-11-28,2,64.94,7,7,era5
2023-11-28,3,64.73,6,6,era5
2023-11-28,9,65.48,5,5,era5
2023-11-29,1,59.94,4,4,era5
2023-11-29,2,61.14,7,7,era5
2023-11-29,3,61.36,6,6,era5
2023-11-29,9,61.97,5,5,era5
2023-11-30,1,63.63,4,4,era5
2023-11-30,2,62.22,7,7,era5
2023-11-30,3,64.39,6,6,era5
2023-11-30,9,62.38,5,5,era5
2023-12-01,1,78.36,4,4,era5
2023-12-01,2,77.31,7,7,era5
2023-12-01,3,78.73,6,6,era5
2023-12-01,9,77.73,5,5,era5
2023-12-02,1,75.78,4,4,era5
2023-12-02,2,74.64,7,7,era5
2023-12-02,3,74.92,6,6,era5
2023-12-02,9,74.92,5,5,era5
2023-12-03,1,71.78,4,4,era5
2023-12-03,2,70.56,7,7,era5
2023-12-03,3,72.48,6,6,era5
2023-12-03,9,71.62,5,5,era5
2023-12-04,1,66.94,4,4,era5
2023-12-04,2,64.90,7,7,era5
2023-12-04,3,66.32,6,6,era5
2023-12-04,9,65.13,5,5,era5
2023-12-05,1,62.55,4,4,era5
2023-12-05,2,66.08,7,7,era5
2023-12-05,3,64.80,6,6,era5
2023-12-05,9,65.08,5,5,era5
2023-12-06,1,60.31,4,4,era5
2023-12-06,2,62.45,7,7,era5
2023-12-06,3,60.98,6,6,era5
2023-12-06,9,63.39,5,5,era5
2023-12-07,1,64.96,4,4,era5
2023-12-07,2,63.03,7,7,era5
2023-12-07,3,66.19,6,6,era5
2023-12-07,9,63.57,5,5,era5
2023-12-08,1,70.81,4,4,era5
2023-12-08,2,69.80,7,7,era5
2023-12-08,3,71.73,6,6,era5
2023-12-08,9,70.08,5,5,era5
2023-12-09,1,77.87,4,4,era5
2023-12-09,2,77.97,7,7,era5
2023-12-09,3,79.42,6,6,era5
2023-12-09,9,78.22,5,5,era5
2023-12-10,1,58.80,4,4,era5
2023-12-10,2,57.07,7,7,era5
2023-12-10,3,58.57,6,6,era5
2023-12-10,9,58.08,5,5,era5
2023-12-11,1,64.70,4,4,era5
2023-12-11,2,68.34,7,7,era5
2023-12-11,3,63.96,6,6,era5
2023-12-11,9,68.41,5,5,era5
2023-12-12,1,59.79,4,4,era5
2023-12-12,2,64.13,7,7,era5
2023-12-12,3,61.14,6,6,era5
2023-12-12,9,64.62,5,5,era5
2023-12-13,1,60.68,4,4,era5
2023-12-13,2,60.57,7,7,era5
2023-12-13,3,62.02,6,6,era5
2023-12-13,9,61.21,5,5,era5
2023-12-14,1,59.55,4,4,era5
2023-12-14,2,64.06,7,7,era5
2023-12-14,3,61.23,6,6,era5
2023-12-14,9,62.93,5,5,era5
2023-12-15,1,65.53,4,4,era5
2023-12-15,2,66.65,7,7,era5
2023-12-15,3,65.46,6,6,era5
2023-12-15,9,67.12,5,5,era5
2023-12-16,1,63.52,4,4,era5
2023-12-16,2,60.12,7,7,era5
2023-12-16,3,66.17,6,6,era5
2023-12-16,9,63.81,5,5,era5
2023-12-17,1,61.70,4,4,era5
2023-12-17,2,60.31,7,7,era5
2023-12-17,3,61.31,6,6,era5
2023-12-17,9,61.69,5,5,era5
2023-12-18,1,66.26,4,4,era5
2023-12-18,2,65.06,7,7,era5
2023-12-18,3,66.81,6,6,era5
2023-12-18,9,65.35,5,5,era5
2023-12-19,1,54.96,4,4,era5
2023-12-19,2,58.27,7,7,era5
2023-12-19,3,56.79,6,6,era5
2023-12-19,9,60.53,5,5,era5
2023-12-20,1,64.31,4,4,era5
2023-12-20,2,67.28,7,7,era5
2023-12-20,3,66.59,6,6,era5
2023-12-20,9,67.20,5,5,era5
2023-12-21,1,64.91,4,4,era5
2023-12-21,2,68.56,7,7,era5
2023-12-21,3,67.64,6,6,era5
2023-12-21,9,67.95,5,5,era5
2023-12-22,1,69.55,4,4,era5
2023-12-22,2,72.90,7,7,era5
2023-12-22,3,71.23,6,6,era5
2023-12-22,9,71.99,5,5,era5
2023-12-23,1,69.20,4,4,era5
2023-12-23,2,70.85,7,7,era5
2023-12-23,3,70.55,6,6,era5
2023-12-23,9,70.78,5,5,era5
2023-12-24,1,64.32,4,4,era5
2023-12-24,2,63.36,7,7,era5
2023-12-24,3,65.04,6,6,era5
2023-12-24,9,63.84,5,5,era5
2023-12-25,1,68.57,4,4,era5
2023-12-25,2,63.73,7,7,era5
2023-12-25,3,69.44,6,6,era5
2023-12-25,9,69.00,5,5,era5
2023-12-26,1,58.14,4,4,era5
2023-12-26,2,62.54,7,7,era5
2023-12-26,3,60.02,6,6,era5
2023-12-26,9,62.24,5,5,era5
2023-12-27,1,63.06,4,4,era5
2023-12-27,2,61.84,7,7,era5
2023-12-27,3,63.63,6,6,era5
2023-12-27,9,61.96,5,5,era5
2023-12-28,1,54.00,4,4,era5
2023-12-28,2,52.50,7,7,era5
2023-12-28,3,53.91,6,6,era5
2023-12-28,9,53.15,5,5,era5
2023-12-29,1,54.26,4,4,era5
2023-12-29,2,54.77,7,7,era5
2023-12-29,3,54.06,6,6,era5
2023-12-29,9,55.24,5,5,era5
2023-12-30,1,61.91,4,4,era5
2023-12-30,2,62.67,7,7,era5
2023-12-30,3,61.47,6,6,era5
2023-12-30,9,61.81,5,5,era5
2023-12-31,1,71.23,4,4,era5
2023-12-31,2,67.65,7,7,era5
2023-12-31,3,68.90,6,6,era5
2023-12-31,9,67.86,5,5,era5
2024-01-01,1,60.10,4,4,era5
2024-01-01,2,62.56,7,7,era5
2024-01-01,3,62.55,6,6,era5
2024-01-01,9,63.62,5,5,era5
2024-01-02,1,55.83,4,4,era5
2024-01-02,2,59.81,7,7,era5
2024-01-02,3,57.81,6,6,era5
2024-01-02,9,61.07,5,5,era5
2024-01-03,1,58.97,4,4,era5
2024-01-03,2,60.10,7,7,era5
2024-01-03,3,61.78,6,6,era5
2024-01-03,9,59.96,5,5,era5
2024-01-04,1,59.72,4,4,era5
2024-01-04,2,62.89,7,7,era5
2024-01-04,3,60.09,6,6,era5
2024-01-04,9,63.42,5,5,era5
2024-01-05,1,62.09,4,4,era5
2024-01-05,2,59.15,7,7,era5
2024-01-05,3,62.71,6,6,era5
2024-01-05,9,59.64,5,5,era5
2024-01-06,1,60.15,4,4,era5
2024-01-06,2,55.59,7,7,era5
2024-01-06,3,59.88,6,6,era5
2024-01-06,9,59.23,5,5,era5
2024-01-07,1,59.27,4,4,era5
2024-01-07,2,61.72,7,7,era5
2024-01-07,3,59.54,6,6,era5
2024-01-07,9,61.78,5,5,era5
2024-01-08,1,62.33,4,4,era5
2024-01-08,2,60.62,7,7,era5
2024-01-08,3,64.86,6,6,era5
2024-01-08,9,61.24,5,5,era5
2024-01-09,1,52.65,4,4,era5
2024-01-09,2,52.07,7,7,era5
2024-01-09,3,52.86,6,6,era5
2024-01-09,9,52.25,5,5,era5
2024-01-10,1,59.08,4,4,era5
2024-01-10,2,58.49,7,7,era5
2024-01-10,3,59.02,6,6,era5
2024-01-10,9,58.97,5,5,era5
2024-01-11,1,66.43,4,4,era5
2024-01-11,2,70.01,7,7,era5
2024-01-11,3,69.97,6,6,era5
2024-01-11,9,67.96,5,5,era5
2024-01-12,1,70.45,4,4,era5
2024-01-12,2,68.85,7,7,era5
2024-01-12,3,70.01,6,6,era5
2024-01-12,9,70.24,5,5,era5
2024-01-13,1,57.79,4,4,era5
2024-01-13,2,57.59,7,7,era5
2024-01-13,3,57.72,6,6,era5
2024-01-13,9,59.36,5,5,era5
2024-01-14,1,64.51,4,4,era5
2024-01-14,2,69.73,7,7,era5
2024-01-14,3,66.20,6,6,era5
2024-01-14,9,66.10,5,5,era5
2024-01-15,1,61.64,4,4,era5
2024-01-15,2,50.00,5,7,era5
2024-01-15,3,60.51,6,6,era5
2024-01-15,9,61.56,5,5,era5
2024-01-17,1,48.83,4,4,era5
2024-01-17,2,48.39,7,7,era5
2024-01-17,3,50.04,6,6,era5
2024-01-17,9,50.93,5,5,era5
2024-01-18,1,62.52,4,4,era5
2024-01-18,2,62.95,7,7,era5
2024-01-18,3,67.39,6,6,era5
